,title,location,company,summary,salary,url
667,Occupational Therapist - Mental Health,Abu Dhabi,Black Pearl Consult,"Our client, a well-known healthcare facility in UAE is currently recruiting for Occupational Therapist - Mental Health that has an experience with patients with…",,https://uae.indeed.com/rc/clk?jk=eb9a9d2f35bee7b1&fccid=e9d731aa91b2d791&vjs=3
668,Service Center Manager,Dubai,RTC-1 Employment Services,"A well-respected group of Retail company for multiple divisions such as Sports, Consumer, Healthcare, Education, Living, Properties, Services, Logistics, and…",,https://uae.indeed.com/rc/clk?jk=d4d4e55a01bb99f6&fccid=a0f4df2b71213d85&vjs=3
672,Head of Food & Nutrition Services,Dubai,Plum Jobs,"Our client is a global food services organization specializing in serving corporates, hospitals, healthcare facilities and education institutions.",,https://uae.indeed.com/rc/clk?jk=64323c0426bbe501&fccid=f6bdce6d1e14255f&vjs=3
673,Senior Therapist,Abu Dhabi,Black Pearl Consult,"Our client, a well-known healthcare facility in UAE is currently recruiting for Senior Therapist for their unit based in Al Ain.The Ideal Candidate would have:",,https://uae.indeed.com/rc/clk?jk=f458f37bf6eb97a4&fccid=e9d731aa91b2d791&vjs=3
683,Senior Manager Commercial/ IKTVA Program Manager,UAE,Brevan Oil & Gas Services,Comprehensive International Healthcare (free for employees/ premium for dependent(s) • Personal Accident Insurance • Sick Pay – in line with UAE Labour laws •…,,https://uae.indeed.com/rc/clk?jk=8de58490e61070bc&fccid=f45376febb1baa01&vjs=3
684,Dental Assistant with DHCC license,Dubai,Drs Nicolas & Asp/European University College,Aids the dentist and other healthcare providers in providing excellent healthcare service.Skilled work in rendering technical assistance to the dentist in the…,,https://uae.indeed.com/company/Drs-Nicolas-&-Asp/jobs/Dental-Assistant-Dhcc-License-b5b26d1f71b68410?fccid=37172cc13f70fe2e&vjs=3
685,Software Engineer II - Android,Dubai,Talabat,"Comprehensive healthcare as well as subsidized gym membership and parking.As part of the Delivery Hero network, Talabat is the pioneer of the online food…",,https://uae.indeed.com/rc/clk?jk=f5040bf7f7873adc&fccid=8948005a95e365ae&vjs=3
686,Senir/Charge ICU Intensive Care Unit Nurse - Abu Dhabi,Abu Dhabi,Medacs Healthcare,An outstanding opportunity available for a number of experienced Senior/Charge ICU Nurses based in the United Arab Emirates;,,https://uae.indeed.com/rc/clk?jk=e4562e561669eef6&fccid=aebff11e33fbbd12&vjs=3
687,Labor and Delivery Nurse,Dubai,Aster DM Healthcare,BSc Nursing / Post BSc Nursing.DHA eligibility / MOH Evaluation / Under Process.Staff nurses with recent continuous 2 years of experience and willing to…,,https://uae.indeed.com/company/Aster-DM-Healthcare-Inc./jobs/Labor-Delivery-Nurse-a3c0dd348c61c998?fccid=d8c433190459daff&vjs=3
688,Permanent Pediatric Gastroenterology Physician Job in United...,Abu Dhabi,Cross Country Search,"Amana Healthcare, part of the Mubadala Healthcare network and Mubadala Investment Company – a sovereign investor,.Practice medicine the way it’s meant to be!",,https://uae.indeed.com/rc/clk?jk=5d533ded771f7450&fccid=12ed23f1d3e3740f&vjs=3
689,BACK-END APPLICATION DEVELOPER-FULL TIME,Dubai,HALZA SOFTWARE SOLUTION LLC.,"Founded in 2015, Halza, is THE COOL, Innovative next-Generation Digital Healthcare company.We have developed an absolute UNIQUE ecosystem, allowing you to…",,https://uae.indeed.com/company/HALZA-SOFTWARE-SOLUTION-LLC./jobs/Back-End-Application-Developer-cba48d276811728c?fccid=469882136a4bf429&vjs=3
690,Assistant Technician - FM Civil & Furniture/Sign Writer,Dubai,Serco Plc,"We are a team of 50,000 people responsible for delivering essential public services around the world in areas including defence, transport, justice, immigration…",,https://uae.indeed.com/rc/clk?jk=6cfa1cccc947fb5b&fccid=8177021cdb259d9d&vjs=3
691,Registered Nurse- PCR Swab (Locum)I Healthcare I Dubai- UAE,Dubai,Al-Futtaim,"As a humble family business that started on the banks of the Dubai Creek in the 1930s, Al-Futtaim has expanded to a presence in 31 countries, a portfolio of…",,https://uae.indeed.com/rc/clk?jk=6382000eb46c20ca&fccid=b5139e4031867414&vjs=3
692,Registered Nurse - PCR Swab Nurse - DHA Licensed,Dubai,First Response Healthcare LLC,"Should have worked in Dubai for minimum 2 years in healthcare.First Response Healthcare (FRH) is Dubai’s leading doctor-on-call service provider, proudly…",,https://uae.indeed.com/company/First-Response-Healthcare-LLC/jobs/Registered-Nurse-c96917e37f36b8dc?fccid=338ac8ec172730d9&vjs=3
693,Software Engineer II - IOS,Dubai,Talabat,"Comprehensive healthcare as well as subsidized gym membership and parking.As part of the Delivery Hero network, Talabat is the pioneer of the online food…",,https://uae.indeed.com/rc/clk?jk=67a2ed3705fb292c&fccid=8948005a95e365ae&vjs=3
694,Dialysis Nurse with ICU experience - Abu Dhabi,Abu Dhabi,Medacs Healthcare,An outstanding opportunity available for a Senior Dialysis Nurse with ICU experience in the United Arab Emirates;The hospital offers the following benefits:,,https://uae.indeed.com/rc/clk?jk=c819756d0fee028d&fccid=aebff11e33fbbd12&vjs=3
695,Laser Therapist,Dubai,Specialist Medical Clinic,"Kare Plus-MENA are a market leading (Permanent) Staffing Services provider dedicated to sourcing niche skilled and high calibre talent such as Doctors, Nurses,…","AED6,000 a month",https://uae.indeed.com/company/Kare-Plus-MENA/jobs/Laser-Therapist-defb9186f9caca2b?fccid=055308cc62e6e80b&vjs=3
696,Consultant Ophthalmologist (Western educated),Sharjah,Davidson Management Consultants,One of the largest private healthcare groups in UAE with hospitals and Medical centres across the UAE has mandated Davidson Management Consultants to recruit an…,,https://uae.indeed.com/rc/clk?jk=0348bf01e3efc5f2&fccid=d3f7b35de7842821&vjs=3
697,Dental Assistant,Sharjah,Bin Haian Healthcare group,We are currently looking for Experienced Dental assistant with MOH License.But at least have 2 years Experience working in Dental Clinic.,"AED4,000 - AED7,000 a month",https://uae.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CHQqMcmqEs6FadTiMBBh_COFAus-3m3dsoTsGQG7CJcKfFKtJMZvuo8gSgaIm--ykSpYYNl-dajr6eLGO8wEhVcOBgM03H6tPhkQJ8ioQMPUxXUp0p1Lwz0ZQa_-E5gXFqUUaOqSFYLJzczHWN7qqBMrj8W50iaguQRG8Mn7JhCNja4N_YxQ-Q9z-HE65yruq7_G7g6ib7T2NBWUGt8PLXms-BDPpE5Tvle_DNYnDqKLkzJUlazAxQ8LyTOwwBb4u3pH5swLHngi1YQfpJgSl619Yef_CQhtNbzXy-W-fjABdiDkxwlLfuPDyTAg5dzrhaofDvWN3KUY5uZ1eOa2F9Rg35SJLGHX1qsdK73w_YEIy5SbfTF08sEG8U5HkS21BQ7dBUUQ6rPETfuq6KN5ZPPeOQ6KUIivj5eIliLwYCfFExgaCPojj5&p=14&fvj=1&vjs=3
698,Assistant Professor in Information Systems and Digital Trans...,Abu Dhabi,Zayed University,"The University’s benefits package is highly attractive, with competitive salaries free of tax in the UAE, housing, a furniture allowance, annual vacation…",,https://uae.indeed.com/rc/clk?jk=3c69160a852c2496&fccid=9628b0bd10bde506&vjs=3
699,Frontend Engineer (ReactJS + NextJS) - Remote,Remote,Meddy,We are building a future where access to healthcare information is easy and convenient.We are creating the best place to build products to democratize…,,https://uae.indeed.com/rc/clk?jk=03f11a1b18b1b08d&fccid=09dbb727c3764d8a&vjs=3
700,Occupational Therapist,Al-Ayn,Urgent Care Medical Center,Compliant with state healthcare regulatory requirements.Conducting physical and psychological assessments of clients and developing or following a treatment…,,https://uae.indeed.com/company/Urgent-Care-Medical-Center/jobs/Occupational-Therapist-4f2f19a5cd6787a6?fccid=b592a5cee9555c2a&vjs=3
701,Investment Professional,Dubai,Hays Dubai,Lead acqquisition transactions in the healthcare sector.Drive new ventures / initiatives in the healthcare sector - including:,,https://uae.indeed.com/rc/clk?jk=af07ebf058bed2e4&fccid=31670bef3ae6497b&vjs=3
702,Nurse,Dubai,Dubai Investments,"The Company has grown exponentially with investments in a number of businesses across sectors - real estate, manufacturing & industrial, healthcare, education…",,https://uae.indeed.com/rc/clk?jk=2d506009417d726a&fccid=159192311038adf9&vjs=3
703,Breast Radiologist,Dubai,Roljobs Technology Services Pvt Ltd,"Currently, we are recruiting for highly motivated Brest Imaging radiologist to join one of the international Healthcare group in Dubai.",,https://uae.indeed.com/rc/clk?jk=7e0ce2358dd8499b&fccid=fe7d5c0bd56c430a&vjs=3
704,Registered Midwife,Abu Dhabi,Global Human Capital Group,"Responsible for the orientation and induction training of new, junior Registered Nurses, Practical Nurses and Healthcare Assistants.",,https://uae.indeed.com/rc/clk?jk=8b1857f20259652f&fccid=bc7430ba1024565c&vjs=3
705,Physiotherapist - Pediatric Specialized,Al-Ayn,Black Pearl Consult,"Our client, a well-known healthcare facility in UAE is currently recruiting for Physiotherapist that has an extensive experience with Pediatrics patients to be…",,https://uae.indeed.com/rc/clk?jk=aa43ed83ed462bfc&fccid=e9d731aa91b2d791&vjs=3
706,Sales Engineer,Dubai,Plum Jobs,Our client is a privately renowned distributor of industrial and specialty gases and we are recruiting a UAE experienced field sales engineer to join their UAE…,,https://uae.indeed.com/rc/clk?jk=321ebbc1da57c645&fccid=f6bdce6d1e14255f&vjs=3
707,Registered HAAD License Nurse,Abu Dhabi,Marc Ellis Consulting,"The client is a Healthcare Innovation and Research company that is currently into COVID trials, vaccination and genomic sequencing research.",,https://uae.indeed.com/rc/clk?jk=c0c77bd94babeda3&fccid=d25332eb688f9794&vjs=3
708,Registered Nurse,Sharjah,Al Saah Healthcare Consultancy,MOH licensed or DHA Transferable Registered Nurses urgently required for a well-known Medical center in Sharjah.Interested candidate can apply now.,"AED4,500 - AED5,500 a month",https://uae.indeed.com/company/Al-Saah-Healthcare-Consultancy/jobs/Registered-Nurse-97e94ae2290f14a1?fccid=a42f0e26459d876a&vjs=3
709,Graphic Designer,Dubai,RTC-1 Employment Services,"The hiring company is one of the leading dental healthcare providers in Dubai.Up to 7,000 AED all inclusive depending on experience and qualifications Job…",,https://uae.indeed.com/rc/clk?jk=e622cfb8b180d32c&fccid=a0f4df2b71213d85&vjs=3
710,Assistant Technician - Water Network - Pump Mechanic,Dubai,Serco Plc,"We are a team of 50,000 people responsible for delivering essential public services around the world in areas including defence, transport, justice, immigration…",,https://uae.indeed.com/rc/clk?jk=cbdbd3bd5ec873d5&fccid=8177021cdb259d9d&vjs=3
711,Male & Female Registered Nurse,Dubai,Eureka Home Health Care,A Reputable Home Healthcare Company in Dubai.Urgently looking for Male and Female Registered Nurse / Assistant Nurse.Bachelor of Science in Nursing.,"AED5,000 - AED6,000 a month",https://uae.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMKLhGCXbxkNrls64etr56eS00BxgVgbf-gZY5focTq2VPS-RLYSjaWWZYZBOuWIN0C1EBPvH_QhnzBBxLmWZpIR_kD_joAbrLuh0RJ7YbSZNVvJHWiP87x-PHMDNEUpHGpbt7U6en2tyWkvevB6o3IP0bc3BzRZJfen3BCx5MsgciuXVlfYYNHq-M7cOwxH2bTShmvA7LF5f2MxAP75H9XoTBNV46k29ry_UpVBX95p-vdDPPTnseHDdQJHMXY5rJMcdqXBmIWMO-IvfIPblxSvi2ZxZJSTfbNeaO4yMsTy2qzQQ87lUrhatvHel4EqvdapBB8p9mMO7DVwh4x_y7YOq0AZAW4UMr27j9UsuFEdRvgKOPDZFGl5S0TMSCVqkvwvq68hTDj7YEyiZF_TViQnrd3l85W21RqBc16Heg0IoVnUuae-D93pJy3wyMO6PCvRSAbfR_qg==&p=13&fvj=1&vjs=3
712,Consultant Cardiovascular in MOH sector,Ras al-Khaimah,Search Plus HR,"We are looking for an experienced Cardiovascular for a leading healthcare facility in the UAE.Should be responsible for performing heart treatments, include…",,https://uae.indeed.com/rc/clk?jk=8833b05341460acd&fccid=618066ca5559b1d4&vjs=3
713,Dental Assistant,Dubai Healthcare City,Veneto Clinic,Dental Assistant only required DHCC Licenses.,"AED4,500 a month",https://uae.indeed.com/company/Veneto-Clinic/jobs/Dental-Assistant-4f37270d196b9ded?fccid=73834859aaf531b1&vjs=3
714,Practical Nurse,Al-Ayn,ORTHOPLUS BONE AND JOINT CENTER LLC,"Vacancy in a multi specialty medical center with JCI accreditation in Town Center, Al Ain.Candidate should have HAAD License (DoH License) .","AED4,000 a month",https://uae.indeed.com/company/Orthoplus-Bone-and-Joint-Center/jobs/Practical-Nurse-788ed96079bd747c?fccid=c35e4d36c04a0c32&vjs=3
715,Head Nurse- Infection Control I Healthcare I Dubai- UAE,Dubai,Al-Futtaim,Excellent knowledge of the healthcare industry and solid understanding of the best practices in nursing and IPC procedures.,,https://uae.indeed.com/rc/clk?jk=d14d84c80de6b45a&fccid=b5139e4031867414&vjs=3
716,"Occupational Therapists, Abu Dhabi",Abu Dhabi,MPA Recruitment,"You will be joining an organisation that has grown significantly in recent years to become the leading provider of inpatient rehabilitation, long-term care,…",,https://uae.indeed.com/rc/clk?jk=39d8e1ec0fba9a30&fccid=d0649e01aeeb8571&vjs=3
717,Mammography Technologist,UAE,Manpower Middle East,"Industry Healthcare, Hospital & Medical Services.Perform services in accordance with ethical, professional, and technical standards of the healthcare industry…",,https://uae.indeed.com/rc/clk?jk=20e5a0d722361599&fccid=1a17983a910f73d8&vjs=3
718,"APPLY NOW!!! Paediatric Nurse with IELTS - Dublin, Ireland",Abu Dhabi,CIMS Medica,"At least 2 years hospital experience *in a 150 bed capacity or more.Pediatric Oncology,Pediatric cardiac, OR/Theatre(Pediatric and Adult).",,"https://uae.indeed.com/company/Cims-Medica-FZC-LLC,/jobs/Paediatric-Nurse-Ielt-ec8e655c4de3c7e0?fccid=7f51d8667c592f1e&vjs=3"
719,Gynecologist with MOH,Sharjah,Roljobs Technology Services Pvt Ltd,"Actively looking for ""Arab Female Gynecologist"" for leading healthcare in Sharjah.Remuneration - as per industry standards.",,https://uae.indeed.com/rc/clk?jk=924be75345197599&fccid=fe7d5c0bd56c430a&vjs=3
720,Civil Technician MCG (Building Exterior & Structural Cleanin...,Dubai,Serco Plc,"We are a team of 50,000 people responsible for delivering essential public services around the world in areas including defence, transport, justice, immigration…",,https://uae.indeed.com/rc/clk?jk=832a2c8b428ab2da&fccid=8177021cdb259d9d&vjs=3
721,Consultant - Family Medicine,Dubai,Careerlink HR,We are an innovative personnel-sourcing firm with solid team strength in recruiting candidates for various domains in the Healthcare sectors.,,https://uae.indeed.com/rc/clk?jk=57738572399b1a67&fccid=6533f9ecf787f564&vjs=3
722,Permanent Pediatric Neurology Physician Job in United Arab E...,Abu Dhabi,Cross Country Search,"Amana Healthcare, part of the Mubadala Healthcare network and Mubadala Investment Company – a sovereign investor,.Practice medicine the way it’s meant to be!",,https://uae.indeed.com/rc/clk?jk=3a6761e0eb527e00&fccid=12ed23f1d3e3740f&vjs=3
723,Arab Orthopedician in Sharjah with Moh (Male),Sharjah,Roljobs Technology Services Pvt Ltd,"You have good working exp with reputed Healthcare group.One of the leading healthcare group in UAE looking for a passionate ""Orthopaedic Surgeon"" in Sharjah,…",,https://uae.indeed.com/rc/clk?jk=5d652409a6ff7ace&fccid=fe7d5c0bd56c430a&vjs=3
724,PR and Social Media Executive - Boots - UAE,Dubai,Alshaya,"Boots has been catering for healthcare and beauty needs for over 160 years.Boots pharmacies have earned a reputation for providing customers with excellent,…",,https://uae.indeed.com/rc/clk?jk=82d95d1aa4e3624c&fccid=17b975bd3c159ff7&vjs=3
725,CHIROPRACTOR,Dubai,Dubai Herbal & Treatment Centre,All diagnostic tests not consistent with naturopathic medical education and training must be referred for performance and interpretation to an appropriately…,,https://uae.indeed.com/rc/clk?jk=26c5bcc2de762047&fccid=29e196e7edf04f8a&vjs=3
726,Laser Therapist,Sharjah,Bin Haian Healthcare group,A leading medical and cosmetic facility in Sharjah is looking for a Laser Therapist Nurse with extensive experience to join their team on a full-time basis.,,https://uae.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CHQqMcmqEs6FadTiMBBh_COFAus-3m3dsoTsGQG7CJcKfFKtJMZvuoM3yOUth4NoqMghZQjFXJJXbIOmLe3diB6sC7RKLBYCyCWPj0WIFTL_dWznxAeCsd_EKfaWy2-R5CIf1tUM1pkVL7WlgiQ488GanMRWo-t3hdvbG273hldFA4Pk2yHzbHYAnM6QtM76gkRbBOk4o3b9xYaG1Cj183S9Ld5ynYq1RGguHrSD1BPlzgYXVdPMcJSBz7T3sIETBggjfQyX-3WCWI0lvE8M4-cVK-KC9y_HgTvgdiYamVS8dUOIrB2tdm5QHt2-lGRC4w_qfPwRJipXdINv3xxDyHg13MQqnGOzf5vDymI61axeRoanDMN7K8ln-Vb0bkFu6Si8p2Oizh_ZFZcT7E2fkKlvsFWufqJTyE3cN80dJxe-a9HJMhfDlc7wTMKXRZVkY=&p=13&fvj=1&vjs=3
727,Registered Nurse,Ajman,Al Gharafa Medical Centre,"Al Gharafa Medical Centre providing healthcare solutions from the last 20 years,and has achieved remarkable milestones in health care industry.",,https://uae.indeed.com/company/Al-Gharafa-Medical-Centre/jobs/Registered-Nurse-e07491c15a5a6f37?fccid=fcb618df51dec169&vjs=3
728,Head of Ecommerce,Dubai,Step 2 Recruitment,"30,000 AED per month (Tax Free) + Accommodation.A successful, multi-channel fashion retailing business with stores in the UAE, Kuwait, Qatar & Saudi is…",,https://uae.indeed.com/rc/clk?jk=4c6aa7871383f736&fccid=24ff33c866ab8156&vjs=3
729,Senior Acute Medical Nurse - Abu Dhabi,Abu Dhabi,Medacs Healthcare,A wonderful opportunity available for a Acute Medical Senior Staff Nurse.We are currently looking for Acute Medical Senior Staff Nurses for an extremely well…,,https://uae.indeed.com/rc/clk?jk=9ed754257634c957&fccid=aebff11e33fbbd12&vjs=3
730,(Senior / Mid-Level)Systems Engineer - Salesforce team (f/m/...,Dubai,Talabat,"Comprehensive healthcare as well as subsidized gym membership and parking.As part of the Delivery Hero network, Talabat is the pioneer of the online food…",,https://uae.indeed.com/rc/clk?jk=ed0240873acdc868&fccid=8948005a95e365ae&vjs=3
731,Cerebral Palsy Nurse Specialist - Abu Dhabi,Abu Dhabi,Medacs Healthcare,A wonderful opportunity available for a Cerebral Palsy Nurse Specialist.We are currently looking for Cerebral Palsy Nurse Specialist for an extremely well…,,https://uae.indeed.com/rc/clk?jk=8bc9f0b7fdf41274&fccid=aebff11e33fbbd12&vjs=3
732,Assistant Technician -Facility Maintenance /HVAC,Dubai,Serco Plc,"We are a team of 50,000 people responsible for delivering essential public services around the world in areas including defence, transport, justice, immigration…",,https://uae.indeed.com/rc/clk?jk=b65d1a94994336c4&fccid=8177021cdb259d9d&vjs=3
733,Fire Alarm Technician cum Driver (Maintenance),Dubai,Al Shirawi Fire Fighting Systems Installation & Ma...,"Al Shirawi Fire Fighting Systems provides Supply, Installation and Maintenance Solutions for Residences, Retail, Healthcare, Education, Hospitality, Industrial,…",,https://uae.indeed.com/company/Al-Shirawi-Fire-Fighting-Systems-Installation-&-Maintenance-LLC/jobs/Fire-Alarm-Technician-Cum-Driver-fcc18b89570cc9f0?fccid=48bd13b1bca22712&vjs=3
734,Tissue Viability and Wound Care Nurse Specialist - Abu Dhabi,Abu Dhabi,Medacs Healthcare,An outstanding opportunity available for experienced Tissue Viability and Wound Care Nurse Specialistin the United Arab Emirates;,,https://uae.indeed.com/rc/clk?jk=7912cfdc7c799ab3&fccid=aebff11e33fbbd12&vjs=3
